,airline,manufacturer,model
N829AW,U S BANK NA TRUSTEE,AIRBUS INDUSTRIE,A319-132
N829DN,DELTA AIR LINES INC,BOEING,737-932ER
N829UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N8301J,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8302F,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8303R,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8305E,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8306H,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8307K,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8308K,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8309C,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N830AS,WELLS FARGO BANK NORTHWEST NA TRUSTEE,CANADAIR,CL-600-2B19
N830AW,U S BANK NA TRUSTEE,AIRBUS INDUSTRIE,A319-132
N830DN,DELTA AIR LINES INC,BOEING,737-932ER
N830UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N8310C,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8311Q,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8312C,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8313F,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8314L,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8315C,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8316H,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8317M,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8318F,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8319F,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N831AA,AMERICAN AIRLINES INC,BOEING,787-9
N831AW,US BANK NA TRUSTEE,AIRBUS INDUSTRIE,A319-132
N831DN,DELTA AIR LINES INC,BOEING,737-932ER
N831MQ,ST MARTIN PARISH SHERIFF,3D ROBOTICS,SOLO
N831UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N8320J,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8321D,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8322X,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8323C,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8324A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8325D,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8326F,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8327A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8328A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8329B,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N832AA,BOEING COMPANY,BOEING,787-9
N832AW,US BANK NA TRUSTEE,AIRBUS INDUSTRIE,A319-132
N832DN,DELTA AIR LINES INC,BOEING,737-932ER
N832UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N833AA,BOEING COMPANY,BOEING,787-9
N833AW,U S BANK NA TRUSTEE,AIRBUS,A319-132
N833DN,DELTA AIR LINES INC,BOEING,737-932ER
N833UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N834AW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A319-132
N834DN,DELTA AIR LINES INC,BOEING,737-932ER
N834JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N834UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N835AA,WASHINGTON PENN PLASTIC CO INC,GULFSTREAM AEROSPACE,G-IV
N835AW,WILMINGTON TRUST CO TRUSTEE,AIRBUS,A319-132
N835DN,DELTA AIR LINES INC,BOEING,737-932ER
N835UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N835VA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-214
N836AW,AWAS 2570 TRUST,AIRBUS,A319-132
N836DN,DELTA AIR LINES INC,BOEING,737-932ER
N836UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N836VA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-214
N837AW,AWAS 2595 TRUST,AIRBUS,A319-132
N837DN,DELTA AIR LINES INC,BOEING,737-932ER
N837UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N837VA,BANK OF UTAH TRUSTEE,AIRBUS,A320-214
N838AW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A319-132
N838DN,DELTA AIR LINES INC,BOEING,737-932ER
N838UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N838VA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-214
N839AW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A319-132
N839DN,DELTA AIR LINES INC,BOEING,737-932ER
N839UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N839VA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-214
N840AA,LISTO LLC,CESSNA,560
N840AS,U S BANK NA TRUSTEE,BOMBARDIER INC,CL-600-2B19
N840AW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A319-132
N840DN,DELTA AIR LINES INC,BOEING,737-932ER
N840MQ,MCQ LLC,CANADAIR LTD,CF-5D
N840UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N840VA,WILMINGTON TRUST CO TRUSTEE,AIRBUS,A320-214
N841AS,SOUTHERN AIRCRAFT CONSULTANCY INC TRUSTEE,BOMBARDIER INC,CL-600-2B19
N841DN,DELTA AIR LINES INC,BOEING,737-932ER
N841UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N841VA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-214
N842AS,SOUTHERN AIRCRAFT CONSULTANCY INC TRUSTEE,BOMBARDIER INC,CL-600-2B19
N842DN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-932ER
N842UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N842VA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-214
N843DN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-932ER
N843UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N843VA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-214
N844AS,DELTA MATERIAL SERVICES LLC,BOMBARDIER INC,CL-600-2B19
N844DN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-932ER
N844UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N844VA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-214
N845AS,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2B19
N845DN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-932ER
N845UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N845VA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-214
N846DN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-932ER
N846UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N846VA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-214
N847AS,DELTA MATERIAL SERVICES LLC,BOMBARDIER INC,CL-600-2B19
N847DN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-932ER
N847UA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-131
N847VA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-214
N848AS,DELTA MATERIAL SERVICES LLC,BOMBARDIER INC,CL-600-2B19
N848DN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-932ER
N848UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N848VA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-214
N849AS,SOUTHERN AIRCRAFT CONSULTANCY INC TRUSTEE,BOMBARDIER INC,CL-600-2B19
N849DN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-932ER
N849UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N849VA,AWAS 4991 TRUST,AIRBUS,A320-214
N8501V,SOUTHWEST AIRLINES CO,BOEING,737-800
N8502Z,SOUTHWEST AIRLINES CO,BOEING,737-800
N8503A,SOUTHWEST AIRLINES CO,BOEING,737-800
N8504G,SOUTHWEST AIRLINES CO,BOEING,737-800
N8507C,SOUTHWEST AIRLINES CO,BOEING,737-800
N8508W,SOUTHWEST AIRLINES CO,BOEING,737-800
N8509U,SOUTHWEST AIRLINES CO,BOEING,737-800
N850AA,STEVENSON LEASING LLC,SOCATA,TBM 700
N850AS,DELTA MATERIAL SERVICES LLC,BOMBARDIER INC,CL-600-2B19
N850DN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-932ER
N850UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A319-131
N8510E,SOUTHWEST AIRLINES CO,BOEING,737-800
N8511K,SOUTHWEST AIRLINES CO,BOEING,737-800
N8513F,SOUTHWEST AIRLINES CO,BOEING,737-800
N8515X,SOUTHWEST AIRLINES CO,BOEING,737-800
N8517F,SOUTHWEST AIRLINES CO,BOEING,737-800
N8518R,SOUTHWEST AIRLINES CO,BOEING,737-800
N8519R,SOUTHWEST AIRLINES CO,BOEING,737-800
N851AS,DELTA MATERAL SERVICES LLC,BOMBARDIER INC,CL-600-2B19
N851DN,DELTA AIR LINES INC,BOEING,737-932ER
N851UA,UNITED AIRLINES INC,AIRBUS,A319-131
N851VA,BANK OF UTAH TRUSTEE,AIRBUS,A320-214
N8520Q,SOUTHWEST AIRLINES CO,BOEING,737-800
N8522P,SOUTHWEST AIRLINES CO,BOEING,737-800
N8523W,SOUTHWEST AIRLINES CO,BOEING,737-800
N8524Z,SOUTHWEST AIRLINES CO,BOEING,737-800
N8525S,SOUTHWEST AIRLINES CO,BOEING,737-800
N852AS,SOUTHERN AIRCRAFT CONSULTANCY INC TRUSTEE,BOMBARDIER INC,CL-600-2B19
N852DN,DELTA AIR LINES INC,BOEING,737-932ER
N852UA,UNITED AIRLINES INC,AIRBUS,A319-131
N852VA,BANK OF UTAH TRUSTEE,AIRBUS,A320-214
N8533S,SOUTHWEST AIRLINES CO,BOEING,737-800
N8534Z,SOUTHWEST AIRLINES CO,BOEING,737-800
N8536Z,SOUTHWEST AIRLINES CO,BOEING,737-800
N8538V,SOUTHWEST AIRLINES CO,BOEING,737-800
N8539V,SOUTHWEST AIRLINES CO,BOEING,737-800
N853AS,DELTA MATERIAL SERVICES LLC,BOMBARDIER INC,CL-600-2B19
N853DN,DELTA AIR LINES INC,BOEING,737-932ER
N853UA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A319-131
N853VA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-214
N8541W,SOUTHWEST AIRLINES CO,BOEING,737-800
N8543Z,SOUTHWEST AIRLINES CO,BOEING,737-800
N854AA,EXIM AMERICA CORP,BOEING,727-223
N854AS,U S BANK NA TRUSTEE,BOMBARDIER INC,CL-600-2B19
N854DN,DELTA AIR LINES INC,BOEING,737-932ER
N854UA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A319-131
N854VA,BANK OF UTAH TRUSTEE,AIRBUS,A320-214
N855AS,U S BANK NA TRUSTEE,BOMBARDIER INC,CL-600-2B19
N855DN,DELTA AIR LINES INC,BOEING,737-932ER
N855UA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A319-131
N855VA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-214
N856AS,U S BANK NA TRUSTEE,BOMBARDIER INC,CL-600-2B19
N856DN,DELTA AIR LINES INC,BOEING,737-932ER
N857AA,JV SERVICE II LLC,CESSNA,550
N857AS,U S BANK NA TRUSTEE,BOMBARDIER INC,CL-600-2B19
N857DZ,DELTA AIR LINES INC,BOEING,737-932ER
N858AS,PINNACLE PARTNERS LLC,BOMBARDIER INC,CL-600-2B19
N858DZ,DELTA AIR LINES INC,BOEING,737-932ER
N859AS,PINNACLE PARTNERS LLC,BOMBARDIER INC,CL-600-2B19
N859DN,DELTA AIR LINES INC,BOEING,737-932ER
N8600F,BANK OF UTAHTRUSTEE,BOEING,737-8H4
N8601C,WILMINGTON TRUST CO TRUSTEE,BOEING,737-8H4
N8602F,WILMINGTON TRUST CO TRUSTEE,BOEING,737-8H4
N8603F,WILMINGTON TRUST CO TRUSTEE,BOEING,737-8H4
N8604K,BANK OF UTAH TRUSTEE,BOEING,737-8H4
N8605E,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8606C,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8607M,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8608N,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8609A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N860AA,BANK OF UTAH TRUSTEE,GULFSTREAM AEROSPACE,GV-SP (G550)
N860AS,US BANK NA TRUSTEE,BOMBARDIER INC,CL-600-2B19
N860DN,DELTA AIR LINES INC,BOEING,737-932ER
N8610A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8611F,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8612K,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8613K,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8614M,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8615E,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8616C,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8617E,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8618N,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8619F,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N861AS,U S BANK NA TRUSTEE,BOMBARDIER INC,CL-600-2B19
N861DN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-932ER
N8620H,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8621A,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-8H4
N8622A,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-8H4
N8623F,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8624J,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8625A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8626B,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8627B,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8628A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8629A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N862DN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-932ER
N8630B,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8631A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8632A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8633A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8634A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8635F,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8637A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8638A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8639B,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N863DN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-932ER
N8640D,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8641B,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8642E,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8643A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8644C,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8645A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8646B,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8647A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8648A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8649A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N864DN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-932ER
N8650F,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8651A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8652B,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N86534,UNITED AIRLINES INC,BOEING,737-824
N8653A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8654B,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8655D,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8656B,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8657B,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8658A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8659D,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N865AA,SKY OPT LLC,GULFSTREAM AEROSPACE,G1159B
N865DN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-932ER
N8660A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8661A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8662F,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8663A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8664J,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8665D,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8667D,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8668A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8669B,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N866AA,KALITTA CHARTERS II LLC,BOEING,727-223
N866DN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-900ER
N8670A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8671D,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8672F,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8673F,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8674B,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8675A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8676A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8677A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8678E,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8679A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N867AS,U S BANK N A TRUSTEE,BOMBARDIER INC,CL-600-2B19
N867DN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-900ER
N8680C,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8681M,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8682B,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8683D,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8684F,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8685B,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8686A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8687A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8688J,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N868AS,SKYWEST AIRLINES INC,BOMBARDIER INC,CL-600-2B19
N868DN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-900ER
N8690A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8691A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8692F,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8693A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8694E,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8695D,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8696E,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8697C,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8698B,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N8699A,SOUTHWEST AIRLINES CO,BOEING,737-8H4
N869DN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-900ER
N870AS,U S BANK NA TRUSTEE,BOMBARDIER INC,CL-600-2B19
N870DN,DELTA AIR LINES INC,BOEING,737-900ER
N871AS,U S BANK NA TRUSTEE,BOMBARDIER INC,CL-600-2B19
N871DN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-900ER
N872DN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-900ER
N873AS,SKYWEST AIRLINES INC,BOMBARDIER INC,CL-600-2B19
N873DN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-900ER
N874AA,SAVE A CONNIE INC,BOEING,727-223
N874DN,DELTA AIR LINES INC,BOEING,737-900ER
N87507,UNITED AIRLINES INC,BOEING,737-824
N87512,UNITED AIRLINES INC,BOEING,737-824
N87513,UNITED AIRLINES INC,BOEING,737-824
N87527,UNITED AIRLINES INC,BOEING,737-824
N87531,UNITED AIRLINES INC,BOEING,737-824
N875DN,DELTA AIR LINES INC,BOEING,737-900ER
N876DN,DELTA AIR LINES INC,BOEING,737-900ER
N877AS,SKYWEST AIRLINES INC,BOMBARDIER INC,CL-600-2B19
N877DN,DELTA AIR LINES INC,BOEING,737-900ER
N878AS,SKYWEST AIRLINES INC,BOMBARDIER INC,CL-600-2B19
N879DN,DELTA AIR LINES INC,BOEING,737-900ER
N880AA,ARCH AERIAL LLC,DJI,PHANTOM 3 PROFESSION
N880DN,DELTA AIR LINES INC,BOEING,737-900ER
N881AA,FLIGHT INTERNATIONAL CORP TRUSTEE,RAYTHEON AIRCRAFT COMPANY,390
N881AS,SKYWEST AIRLINES INC,BOMBARDIER INC,CL-600-2B19
N881DN,DELTA AIR LINES INC,BOEING,737-900ER
N882AA,FLIGHT INTERNATIONAL CORP TRUSTEE,RAYTHEON AIRCRAFT COMPANY,390
N882AS,SKYWEST AIRLINES INC,BOMBARDIER INC,CL-600-2B19
N883AS,DELTA MATERIAL SERVICES LLC,BOMBARDIER INC,CL-600-2B19
N884AS,SKYWEST AIRLINES INC,BOMBARDIER INC,CL-600-2B19
N885AA,MOR AVIATION LLC,EXTRA FLUGZEUGBAU GMBH,EA-400
N888AA,ABBETT AIR LLC,PILATUS AIRCRAFT LTD,PC-12/47E
N889UA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A319-132
N890UA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A319-132
N891AA,AUGUSTA AVIATION INC,BEECH,C90A
N891AT,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,717-200
N891UA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A319-132
N892AT,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,717-200
N892UA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A319-132
N893AT,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,717-200
N893UA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A319-132
N894AT,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,717-200
N894UA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A319-132
N895AT,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,717-200
N895UA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A319-132
N896AT,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,717-200
N899AT,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,717-200
N900DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS CORPORATION,MD-88
N900EV,SKYWEST AIRLINES INC,BOMBARDIER INC,CL-600-2B19
N900PC,DELTA AIR LINES INC,BOEING,757-26D
N900WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N901AA,AMERICAN AIRLINES INC,AIRBUS,A321-231
N901DA,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30
N901DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS CORPORATION,MD-88
N901NK,WILMINGTON TRUST CO TRUSTEE,AIRBUS,A320-271N
N901WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N902AA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A321-231
N902DA,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30
N902DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS CORPORATION,MD-88
N902FR,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112
N902NK,WILMINGTON TRUST CO TRUSTEE,AIRBUS,A320-271N
N902WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N903AA,AMERICAN AIRLINES INC,AIRBUS,A321-231
N903DA,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30
N903DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS CORPORATION,MD-88
N903NK,WILMINGTON TRUST CO TRUSTEE,AIRBUS,A320-271N
N903WN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-7H4
N904AA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A321-231
N904DA,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30
N904DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS CORPORATION,MD-88
N904DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88
N904NK,WILMINGTON TRUST CO TRUSTEE,AIRBUS,A320-271N
N904WN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-7H4
N905AA,BAHIN FRANK L JR,BEECH,58TC
N905DA,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30
N905DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS CORPORATION,MD-88
N905DL,WILMINGTON TRUST COMPANY TRUSTEE,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88
N905NK,WILMINGTON TRUST CO TRUSTEE,AIRBUS,A320-271N
N905WN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-7H4
N906AA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A321-231
N906AT,BCC EQUIPMENT LEASING CORP,BOEING,717-200
N906DA,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30
N906DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS CORPORATION,MD-88
N906DL,WILMINGTON TRUST COMPANY TRUSTEE,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88
N906WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N907AA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A321-231
N907DA,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30
N907DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS CORPORATION,MD-88
N907DL,WILMINGTON TRUST COMPANY TRUSTEE,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88
N907WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4
N908AA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A321-231
N908DA,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30
N908DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS CORPORATION,MD-88
