,tail_number,airline,manufacturer,model,manufacturer_short,model_short,manufacturer_model,seats
1871,N755US,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112,AIRBUS,A319,AIRBUS A319,130.0
1872,N756AA,OTTOLINI ALEXANDER C,BEECH,35-33,BEECH,35,BEECH 35,
1873,N756SA,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
1874,N756US,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112,AIRBUS,A319,AIRBUS A319,130.0
1875,N757AA,STATE UNIVERSITY OF NEW YORK,CESSNA,152,CESSNA,152,CESSNA 152,
1876,N757LV,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
1877,N757UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112,AIRBUS,A319,AIRBUS A319,130.0
1878,N75851,UNITED AIRLINES INC,BOEING,757-324,BOEING,757,BOEING 757,184.0
1879,N75853,UNITED AIRLINES INC,BOEING,757-324,BOEING,757,BOEING 757,184.0
1880,N75854,UNITED AIRLINES INC,BOEING,757-324,BOEING,757,BOEING 757,184.0
1881,N75858,UNITED AIRLINES INC,BOEING,757-324,BOEING,757,BOEING 757,184.0
1882,N75861,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,757-33N,BOEING,757,BOEING 757,184.0
1883,N758AA,DEGONGE SAMUEL A,CESSNA,R172K,CESSNA,R172K,CESSNA R172K,
1884,N758EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2C10,BOMBARDIER,CL,BOMBARDIER CL,65.0
1885,N758SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
1886,N758US,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112,AIRBUS,A319,AIRBUS A319,130.0
1887,N759EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2C10,BOMBARDIER,CL,BOMBARDIER CL,65.0
1888,N759GS,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
1889,N760EV,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2C10,BOMBARDIER,CL,BOMBARDIER CL,65.0
1890,N760JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232,AIRBUS,A320,AIRBUS A320,156.0
1891,N760SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
1892,N760US,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112,AIRBUS,A319,AIRBUS A319,130.0
1893,N761ND,EXPRESSJET AIRLINES INC,BOMBARDIER INC,CL-600-2C10,BOMBARDIER,CL,BOMBARDIER CL,65.0
1894,N761RR,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
1895,N76254,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
1896,N76265,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824,BOEING,737,BOEING 737,150.0
1897,N76269,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824,BOEING,737,BOEING 737,150.0
1898,N76288,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824,BOEING,737,BOEING 737,150.0
1899,N762AA,IDAHO STATE UNIVERSITY,BEECH,M35,BEECH,M35,BEECH M35,
1900,N762SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
1901,N762US,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112,AIRBUS,A319,AIRBUS A319,130.0
1902,N763JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232,AIRBUS,A320,AIRBUS A320,156.0
1903,N763SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
1904,N763US,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112,AIRBUS,A319,AIRBUS A319,130.0
1905,N764AA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,CESSNA,172M,CESSNA,172M,CESSNA 172M,
1906,N764SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
1907,N764US,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112,AIRBUS,A319,AIRBUS A319,130.0
1908,N76502,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
1909,N76503,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
1910,N76504,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
1911,N76505,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
1912,N76508,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
1913,N76514,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
1914,N76515,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
1915,N76516,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
1916,N76517,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
1917,N76519,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
1918,N76522,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
1919,N76523,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
1920,N76526,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
1921,N76528,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
1922,N76529,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
1923,N76532,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
1924,N76533,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
1925,N765AA,WIENS MICHAEL J,BEECH,35-33,BEECH,35,BEECH 35,
1926,N765SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
1927,N765US,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112,AIRBUS,A319,AIRBUS A319,130.0
1928,N766JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232,AIRBUS,A320,AIRBUS A320,156.0
1929,N766SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
1930,N766US,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112,AIRBUS,A319,AIRBUS A319,130.0
1931,N767AA,WHIRLWIND GROUP LLC,HENDERSON THOMAS F,VANS RV-8,HENDERSON,VANS RV,HENDERSON VANS RV,
1932,N767SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
1933,N767UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112,AIRBUS,A319,AIRBUS A319,130.0
1934,N768AA,AMERICAN AIRLINES INC,BOEING,777-223,BOEING,777,BOEING 777,288.0
1935,N768JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232,AIRBUS,A320,AIRBUS A320,156.0
1936,N768SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
1937,N768US,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112,AIRBUS,A319,AIRBUS A319,130.0
1938,N769SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
1939,N769US,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112,AIRBUS,A319,AIRBUS A319,130.0
1940,N7701B,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-76N,BOEING,737,BOEING 737,150.0
1941,N7702A,SOUTHWEST AIRLINES CO,BOEING,737-7BD,BOEING,737,BOEING 737,150.0
1942,N7703A,AFS INVESTMENTS 54 LLC,BOEING,737-76N,BOEING,737,BOEING 737,150.0
1943,N7704B,SOUTHWEST AIRLINES CO,BOEING,737-7BD,BOEING,737,BOEING 737,150.0
1944,N7705A,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-76N,BOEING,737,BOEING 737,150.0
1945,N7706A,AFS INVESTMENTS 56 LLC,BOEING,737-76N,BOEING,737,BOEING 737,150.0
1946,N7707C,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-76N,BOEING,737,BOEING 737,150.0
1947,N7708E,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-76N,BOEING,737,BOEING 737,150.0
1948,N7709A,AFS INVESTMENTS 55 LLC,BOEING,737-76N,BOEING,737,BOEING 737,150.0
1949,N770AA,DAVISON INDUSTRIES INC,BEECH,A36,BEECH,A36,BEECH A36,
1950,N770SA,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
1951,N770UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A319-112,AIRBUS,A319,AIRBUS A319,130.0
1952,N7710A,AFS INVESTMENTS 56 LLC,BOEING,737-76N,BOEING,737,BOEING 737,150.0
1953,N7711N,AFS INVESTMENTS 57 LLC,BOEING,737-76N,BOEING,737,BOEING 737,150.0
1954,N7712G,AFS INVESTMENTS 54 LLC,BOEING,737-76N,BOEING,737,BOEING 737,150.0
1955,N7713A,SOUTHWEST AIRLINES CO,BOEING,737-7BD,BOEING,737,BOEING 737,150.0
1956,N7714B,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-76N,BOEING,737,BOEING 737,150.0
1957,N7715E,SOUTHWEST AIRLINES CO,BOEING,737-7BD,BOEING,737,BOEING 737,150.0
1958,N7716A,AFS INVESTMENTS 55 LLC,BOEING,737-76N,BOEING,737,BOEING 737,150.0
1959,N7717D,AFS INVESTMENTS 56 LLC,BOEING,737-76N,BOEING,737,BOEING 737,150.0
1960,N7718B,AFS INVESTMENTS 57 LLC,BOEING,737-76N,BOEING,737,BOEING 737,150.0
1961,N7719A,AFS INVESTMENTS 54 LLC,BOEING,737-76N,BOEING,737,BOEING 737,150.0
1962,N771SA,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
1963,N7720F,SOUTHWEST AIRLINES CO,BOEING,737-7BD,BOEING,737,BOEING 737,150.0
1964,N7721E,SOUTHWEST AIRLINES CO,BOEING,737-7BD,BOEING,737,BOEING 737,150.0
1965,N7722B,AFS INVESTMENTS 55 LLC,BOEING,737-76N,BOEING,737,BOEING 737,150.0
1966,N7723E,AFS INVESTMENTS 56 LLC,BOEING,737-76N,BOEING,737,BOEING 737,150.0
1967,N7724A,SOUTHWEST AIRLINES CO,BOEING,737-7BD,BOEING,737,BOEING 737,150.0
1968,N77258,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
1969,N7725A,AFS INVESTMENTS 57 LLC,BOEING,737-76N,BOEING,737,BOEING 737,150.0
1970,N77261,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824,BOEING,737,BOEING 737,150.0
1971,N7726A,SOUTHWEST AIRLINES CO,BOEING,737-7BD,BOEING,737,BOEING 737,150.0
1972,N7727A,AFS INVESTMENTS 54 LLC,BOEING,737-76N,BOEING,737,BOEING 737,150.0
1973,N7728D,SOUTHWEST AIRLINES CO,BOEING,737-7BD,BOEING,737,BOEING 737,150.0
1974,N7729A,AFS INVESTMENTS 55 LLC,BOEING,737-76N,BOEING,737,BOEING 737,150.0
1975,N772SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
1976,N7730A,SOUTHWEST AIRLINES CO,BOEING,737-7BD,BOEING,737,BOEING 737,150.0
1977,N7731A,AFS INVESTMENTS 56 LLC,BOEING,737-76N,BOEING,737,BOEING 737,150.0
1978,N7732A,SOUTHWEST AIRLINES CO,BOEING,737-7BD,BOEING,737,BOEING 737,150.0
1979,N7733B,AFS INVESTMENTS 57 LLC,BOEING,737-76N,BOEING,737,BOEING 737,150.0
1980,N7734H,SOUTHWEST AIRLINES CO,BOEING,737-7BD,BOEING,737,BOEING 737,150.0
1981,N7735A,SOUTHWEST AIRLINES CO,BOEING,737-7BD,BOEING,737,BOEING 737,150.0
1982,N7736A,SOUTHWEST AIRLINES CO,BOEING,737-7BD,BOEING,737,BOEING 737,150.0
1983,N7737E,SOUTHWEST AIRLINES CO,BOEING,737-7BD,BOEING,737,BOEING 737,150.0
1984,N7738A,SOUTHWEST AIRLINES CO,BOEING,737-7BD,BOEING,737,BOEING 737,150.0
1985,N7739A,SOUTHWEST AIRLINES CO,BOEING,737-7BD,BOEING,737,BOEING 737,150.0
1986,N773SA,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
1987,N7740A,SOUTHWEST AIRLINES CO,BOEING,737-7BD,BOEING,737,BOEING 737,150.0
1988,N7741C,SOUTHWEST AIRLINES CO,BOEING,737-7BD,BOEING,737,BOEING 737,150.0
1989,N7742B,SOUTHWEST AIRLINES CO,BOEING,737-7BD,BOEING,737,BOEING 737,150.0
1990,N77430,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
1991,N77431,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
1992,N7743B,SOUTHWEST AIRLINES CO,BOEING,737-7BD,BOEING,737,BOEING 737,150.0
1993,N7744A,SOUTHWEST AIRLINES CO,BOEING,737-7BD,BOEING,737,BOEING 737,150.0
1994,N7745A,SOUTHWEST AIRLINES CO,BOEING,737-7BD,BOEING,737,BOEING 737,150.0
1995,N7746C,SOUTHWEST AIRLINES CO,BOEING,737-7BD,BOEING,737,BOEING 737,150.0
1996,N7747C,SOUTHWEST AIRLINES CO,BOEING,737-7BD,BOEING,737,BOEING 737,150.0
1997,N7748A,SOUTHWEST AIRLINES CO,BOEING,737-7BD,BOEING,737,BOEING 737,150.0
1998,N7749B,SOUTHWEST AIRLINES CO,BOEING,737-7BD,BOEING,737,BOEING 737,150.0
1999,N774SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2000,N7750A,SOUTHWEST AIRLINES CO,BOEING,737-7BD,BOEING,737,BOEING 737,150.0
2001,N77510,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
2002,N77518,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
2003,N7751A,SOUTHWEST AIRLINES CO,BOEING,737-7BD,BOEING,737,BOEING 737,150.0
2004,N77520,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
2005,N77525,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
2006,N7752B,SOUTHWEST AIRLINES CO,BOEING,737-7BD,BOEING,737,BOEING 737,150.0
2007,N77530,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
2008,N77535,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
2009,N77536,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
2010,N77537,UNITED AIRLINES INC,BOEING,737-800,BOEING,737,BOEING 737,150.0
2011,N77538,UNITED AIRLINES INC,BOEING,737-800,BOEING,737,BOEING 737,150.0
2012,N775JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232,AIRBUS,A320,AIRBUS A320,156.0
2013,N775SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2014,N776WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2015,N777QC,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2016,N77865,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,757-33N,BOEING,757,BOEING 757,184.0
2017,N77867,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,757-33N,BOEING,757,BOEING 757,184.0
2018,N77871,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,757-33N,BOEING,757,BOEING 757,184.0
2019,N778SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2020,N779JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232,AIRBUS,A320,AIRBUS A320,156.0
2021,N779SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2022,N780SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2023,N7811F,AIRCRAFT MSN 28654 STATUTORY TRUST,BOEING,737-76N,BOEING,737,BOEING 737,150.0
2024,N7812G,AIRCRAFT MSN 32582 STATUTORY TRUST,BOEING,737-76N,BOEING,737,BOEING 737,150.0
2025,N7813P,SOUTHWEST AIRLINES CO,BOEING,737-7K9,BOEING,737,BOEING 737,150.0
2026,N7814B,SOUTHWEST AIRLINES CO,BOEING,737-7K9,BOEING,737,BOEING 737,150.0
2027,N7815L,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-76Q,BOEING,737,BOEING 737,150.0
2028,N7816B,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-7L9,BOEING,737,BOEING 737,150.0
2029,N7817J,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-7L9,BOEING,737,BOEING 737,150.0
2030,N7818L,WILMINGTON TRUST NA TRUSTEE,BOEING,737-76N,BOEING,737,BOEING 737,150.0
2031,N7819A,WILMINGTON TRUST CO TRUSTEE,BOEING,737-7Q8,BOEING,737,BOEING 737,150.0
2032,N781WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2033,N7820L,WILMINGTON TRUST CO TRUSTEE,BOEING,737-79P,BOEING,737,BOEING 737,150.0
2034,N7821L,SOUTHWEST AIRLINES CO,BOEING,737-7CT,BOEING,737,BOEING 737,150.0
2035,N7822A,SOUTHWEST AIRLINES CO,BOEING,737-76N,BOEING,737,BOEING 737,150.0
2036,N7823A,SOUTHWEST AIRLINES CO,BOEING,737-7CT,BOEING,737,BOEING 737,150.0
2037,N7824A,SOUTHWEST AIRLINES CO,BOEING,737-7BK,BOEING,737,BOEING 737,150.0
2038,N7825A,SOUTHWEST AIRLINES CO,BOEING,737-7CT,BOEING,737,BOEING 737,150.0
2039,N7826B,WILMINGTON TRUST CO TRUSTEE,BOEING,737-79P,BOEING,737,BOEING 737,150.0
2040,N7827A,WILMINGTON TRUST CO TRUSTEE,BOEING,737-79P,BOEING,737,BOEING 737,150.0
2041,N78285,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824,BOEING,737,BOEING 737,150.0
2042,N7828A,SOUTHWEST AIRLINES CO,BOEING,737-7CT,BOEING,737,BOEING 737,150.0
2043,N7829B,SOUTHWEST AIRLINES CO,BOEING,737-7CT,BOEING,737,BOEING 737,150.0
2044,N782SA,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2045,N7830A,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-7L9,BOEING,737,BOEING 737,150.0
2046,N7831B,SOUTHWEST AIRLINES CO,BOEING,737-7CT,BOEING,737,BOEING 737,150.0
2047,N7832A,WILMINGTON TRUST CO TRUSTEE,BOEING,737-79P,BOEING,737,BOEING 737,150.0
2048,N7833A,WILMINGTON TRUST CO TRUSTEE,BOEING,737-79P,BOEING,737,BOEING 737,150.0
2049,N7834A,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-752,BOEING,737,BOEING 737,150.0
2050,N7835A,SOUTHWEST AIRLINES CO,BOEING,737-752,BOEING,737,BOEING 737,150.0
2051,N7836A,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-7L9,BOEING,737,BOEING 737,150.0
2052,N7837A,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-752,BOEING,737,BOEING 737,150.0
2053,N7838A,AFS INVESTMENTS 56 LLC,BOEING,737-73V,BOEING,737,BOEING 737,150.0
2054,N7839A,AFS INVESTMENTS 56 LLC,BOEING,737-73V,BOEING,737,BOEING 737,150.0
2055,N783SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2056,N7840A,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-73V,BOEING,737,BOEING 737,150.0
2057,N7841A,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-7L9,BOEING,737,BOEING 737,150.0
2058,N7842A,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-73V,BOEING,737,BOEING 737,150.0
2059,N78438,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
2060,N7843A,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-752,BOEING,737,BOEING 737,150.0
2061,N7844A,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-752,BOEING,737,BOEING 737,150.0
2062,N7845A,WILMINGTON TRUST CO TRUSTEE,BOEING,737-71B,BOEING,737,BOEING 737,150.0
2063,N7846A,AFS INVESTMENTS 56 LLC,BOEING,737-76N,BOEING,737,BOEING 737,150.0
2064,N7847A,AFS INVESTMENTS 56 LLC,BOEING,737-752,BOEING,737,BOEING 737,150.0
2065,N7848A,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-752,BOEING,737,BOEING 737,150.0
2066,N7849A,WILMINGTON TRUST CO TRUSTEE,BOEING,737-71B,BOEING,737,BOEING 737,150.0
2067,N784JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232,AIRBUS,A320,AIRBUS A320,156.0
2068,N784SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2069,N78501,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
2070,N78506,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
2071,N78509,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
2072,N7850B,WILMINGTON TRUST CO TRUSTEE,BOEING,737-7Q8,BOEING,737,BOEING 737,150.0
2073,N78511,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
2074,N7851A,WILMINGTON TRUST CO TRUSTEE,BOEING,737-7Q8,BOEING,737,BOEING 737,150.0
2075,N78524,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
2076,N7852A,WILMINGTON TRUST CO TRUSTEE,BOEING,737-71B,BOEING,737,BOEING 737,150.0
2077,N7853B,WILMINGTON TRUST CO TRUSTEE,BOEING,737-7Q8,BOEING,737,BOEING 737,150.0
2078,N7854B,WILMINGTON TRUST CO TRUSTEE,BOEING,737-71B,BOEING,737,BOEING 737,150.0
2079,N7855A,WILMINGTON TRUST CO TRUSTEE,BOEING,737-79P,BOEING,737,BOEING 737,150.0
2080,N7856A,WILMINGTON TRUST COMPANY TRUSTEE,BOEING,737-7Q8,BOEING,737,BOEING 737,150.0
2081,N7857B,WILMINGTON TRUST CO TRUSTEE,BOEING,737-79P,BOEING,737,BOEING 737,150.0
2082,N7858A,WILMINGTON TRUST CO TRUSTEE,BOEING,737-79P,BOEING,737,BOEING 737,150.0
2083,N785SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2084,N786SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2085,N7873A,WILMINGTON TRUST CO TRUSTEE,BOEING,737-7Q8,BOEING,737,BOEING 737,150.0
2086,N7874B,WILMINGTON TRUST CO TRUSTEE,BOEING,737-7Q8,BOEING,737,BOEING 737,150.0
2087,N7875A,WILMINGTON TRUST CO TRUSTEE,BOEING,737-7Q8,BOEING,737,BOEING 737,150.0
2088,N7876A,WILMINGTON TRUST CO TRUSTEE,BOEING,737-7Q8,BOEING,737,BOEING 737,150.0
2089,N7877H,WILMINGTON TRUST CO TRUSTEE,BOEING,737-7Q8,BOEING,737,BOEING 737,150.0
2090,N7878A,SOUTHWEST AIRLINES CO,BOEING,737-7K9,BOEING,737,BOEING 737,150.0
2091,N7879A,SOUTHWEST AIRLINES CO,BOEING,737-7K9,BOEING,737,BOEING 737,150.0
2092,N787SA,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2093,N7880D,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-7K5,BOEING,737,BOEING 737,150.0
2094,N7881A,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-7CT,BOEING,737,BOEING 737,150.0
2095,N7882B,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-76Q,BOEING,737,BOEING 737,150.0
2096,N7883A,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-76Q,BOEING,737,BOEING 737,150.0
2097,N7884G,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-76N,BOEING,737,BOEING 737,150.0
2098,N7885A,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-76N,BOEING,737,BOEING 737,150.0
2099,N78866,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,757-33N,BOEING,757,BOEING 757,184.0
2100,N788SA,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2101,N789JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232,AIRBUS,A320,AIRBUS A320,156.0
2102,N789SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2103,N790SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2104,N791SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2105,N79279,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
2106,N792SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2107,N793JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232,AIRBUS,A320,AIRBUS A320,156.0
2108,N793SA,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2109,N794JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232,AIRBUS,A320,AIRBUS A320,156.0
2110,N794SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2111,N79521,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
2112,N795SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2113,N796JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232,AIRBUS,A320,AIRBUS A320,156.0
2114,N796SW,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2115,N797MX,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
2116,N798SW,SOUTHWEST AIRLINES CO,BOEING,737-7AD,BOEING,737,BOEING 737,150.0
2117,N799SW,WILMINGTON TRUST CO TRUSTEE,BOEING,737-7Q8,BOEING,737,BOEING 737,150.0
